host,method,path,requests_times_production
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239960/items,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1082366658538033152,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082350494893731840,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/8027304207449704961390/info,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/657456445734572738450/accept,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/8577588097142751312368/info,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/778862568754373216954/accept,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239995/items,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/240661/items,1
uk-gateway.hungrypanda.co,GET,/api/bdm/task/invitation/1995,1
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/task/invitation/25471/1967/0/shop/investment/detail,1
pos-fr.hungrypanda.co,POST,/api/pos/v1/open/order/2166102467044784922044/accept,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/fe6ad0aa1f8fc3c02912c4d1a258a8e0,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/7275541387547708222165/info,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/6475570877849721221771/food_ready_to_complete,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/6509643267043726324507/info,1
uk-gateway.hungrypanda.co,GET,/api/bdm/mobile/shop/228823634/basic,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084077668353257472,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/597150955714071072827/food_ready_to_complete,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084086618612117504,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084080641573728256,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1082286146108256256,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/569359912754471665513/food_ready_to_complete,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/243865778/task/todo,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/618558485784574079552/accept,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/6387586387144721382802/accept,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/3671515157443755651430/accept,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/6171572467942723081990/food_ready_to_complete,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/1088645107642763641622/info,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/18308/task/todo,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/571453892764175486589/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083739031755653120,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/207157090754474387903/accept,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/7390463377245729461709/info,1
uk-gateway.hungrypanda.co,GET,/api/bdm/mobile/shop/476663668/basic,1
uk.pl1ink263sk86.com,GET,/api/special/channel/barclayV2/redirect/PD1082286842957135872,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082287344081170432,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/240601/items,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/158966122784877777877/accept,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084521885261180928,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084517944421351424,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/9011219907646783121284/accept,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/9253320187344788271775/info,1
uk-gateway.hungrypanda.co,GET,/api/bdm/mobile/shop/451945699/basic,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083740809960194048,1
pos-fr.hungrypanda.co,POST,/api/pos/v1/open/order/729342738764173704312/food_ready_to_complete,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/6397465057746741882089/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083745380572954624,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/5597526077248751503306/food_ready_to_complete,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083805305556512768,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/610753563794577168936/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082626759349948416,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/2081653587844729002075/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/6994418067447714112124/info,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/3095369457541779541780/food_ready_to_complete,1
uk-gateway.hungrypanda.co,PATCH,/api/bdm/opportunity-shop/managers,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/5395513347649732923243/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083804547048374272,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/018565003764872820970/info,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/c7ef945734def89da486d61b4143b8d5,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084522991336894464,1
uk-gateway.hungrypanda.co,PUT,/api/bdm/task/invitation/1999,1
uk-gateway.hungrypanda.co,GET,/api/bdm/mobile/shop/33954703/basic,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/2494517647240722861848/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/5485591997449739491444/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083324277144780800,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/visit/49266/detail,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084515550381551616,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/2096360107445703471530/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/6622374987046746911735/info,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/984112294744972790504/info,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/21ec5e5aa91f627d48a0585006a94567,1
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/897387680,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/0433278897043793891269/food_ready_to_complete,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1082574573458419712,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084140568958808064,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084137616919572480,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1084117566816858112,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083303775879376896,1
pos-uk.hungrypanda.co,GET,/api/pos/v2/open/item/detail/90b840c8f6a642819cc4866a1b135779/17388053,1
pos-fr.hungrypanda.co,POST,/api/pos/v1/open/order/019638332794679122287/food_ready_to_complete,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083314699724226560,1
uk-gateway.hungrypanda.co,OPTIONS,/api/sa/operation/plan/23003,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/4397350487048755331787/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083315473868730368,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084143589476630528,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/240742/items,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083313157805801472,1
uk-gateway.hungrypanda.co,PUT,/api/bdm/mobile/shop/visit/61442,1
uk-gateway.hungrypanda.co,GET,/api/pos/v1/open/order/2239292537546765691928/phone_number,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/909443947754276025908/food_ready_to_complete,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084141570403414016,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/3298550397644717073201/info,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/18129/basic,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/86bd021132960d53af6388d49a8b8d34,1
uk-gateway.hungrypanda.co,OPTIONS,/api/erp/login-merchant-server/v1/23996,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/238758/items,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/240721/items,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/240039/items,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/238146/items,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/238746/items,1
uk-gateway.hungrypanda.co,OPTIONS,/api/erp/login-merchant-server/v1/781272114,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/163629237704676208382/food_ready_to_complete,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083311218846171136,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/0c509a012f47860b029a59c0a06ad118,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243377/items,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/979bcb8e40044412b39b4fba27e2b091,1
uk-gateway.hungrypanda.co,GET,/api/sa/operation/plan/23245,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/721525802744976675220/accept,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/shop/visit/60442/detail,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082588924936900608,1
fr-gateway.hungrypanda.co,POST,/api/merchant/auth/login/b262655f544a64a7fef77b04aa5fa1ad,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/238476/items,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/238308/items,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082624014068477952,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/bdb87298cd858cdc4327512ade3427c9,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083739467394658304,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083742021105037312,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/89e787c1278ee022d64f69c51fb59c78,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/378c7519639a2aef5c3f2c394713508b,1
fr-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/497270613/visit/page,1
uk-gateway.hungrypanda.co,GET,/api/bdm/mobile/shop/852591128/basic,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/6423242687048725151076/accept,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1084456184840269824,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083036489786687488,1
uk.pl1ink263sk86.com,GET,/api/special/channel/barclayV2/redirect/PD1082580041219047424,1
fr-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/261944969/task/todo,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1082578742546714624,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/236270/items,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/240665/items,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/51cb4f7d514d80cea2c84ca0946190e5,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084025075591905280,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243442/items,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/094632130734776678248/info,1
uk.pl1ink263sk86.com,GET,/api/special/channel/barclayV2/redirect/PD1082619943713374208,1
fr-gateway.hungrypanda.co,OPTIONS,/api/erp/tag/list/second,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/5698545457844761993299/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082619631033831424,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083739200781910016,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/shop/visit/59713/detail,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/5996567897945742723320/food_ready_to_complete,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/5722214367345732571858/accept,1
pos-fr.hungrypanda.co,POST,/api/pos/v1/open/order/3313217517845723041171/accept,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/601331313714672968638/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082238736837373952,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/1999/basic,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084165369289342976,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1084159571700056064,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/2295/visit/page,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/1420376007344793491303/food_ready_to_complete,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/7996472527547791493286/accept,1
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/25218/task/todo,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1084162650350366720,1
uk.pl1ink263sk86.com,POST,/api/special/channel/timely/status/PD1083021964083044352/1249433,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083019980871925760,1
uk.pl1ink263sk86.com,GET,/api/special/channel/barclayV2/redirect/PD1083012291231436800,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/4816380177647775852018/food_ready_to_complete,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082243007503323136,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/243434/items,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084106065903452160,1
fr-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/512537519/task/todo,1
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/shop/295904907/task/todo,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/3315342/task/todo,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/239356/items,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082984657890672640,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/623630921/task/todo,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1084513031987212288,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/7477621437846704101474/accept,1
fr-gateway.hungrypanda.co,OPTIONS,/api/erp/voucherBag/refund/refundRecordList,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/578524422/visit/page,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1083021271849336832,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/761bdba794089860db5c52be6ff67e7b,1
uk.pl1ink263sk86.com,POST,/api/special/channel/timely/status/PD1082613757429547008/1955312,1
uk-gateway.hungrypanda.co,GET,/api/bdm/mobile/shop/25308/basic,1
pos-fr.hungrypanda.co,GET,/api/pos/v1/open/order/418949722734574937291/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084506542004600832,1
uk-gateway.hungrypanda.co,GET,/api/pos/v1/open/order/9433271517845743821942/phone_number,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1081932300236804096,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/dbbbf1bbb0fc9676be5791b1ab903b06,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084499769350500352,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084499856743018496,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084503550543101952,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/260158285/basic,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/private-shop/9669/detail,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1081938755479924736,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084028810892247040,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083303633543856128,1
fr-gateway.hungrypanda.co,OPTIONS,/api/erp/login-merchant-server/v1/3349,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1083088686666842112,1
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/1667,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/011953559794371507854/info,1
fr-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/635764996,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/12287528/basic,1
uk-gateway.hungrypanda.co,POST,/api/erp/login-merchant-server/v1/21086,1
uk.pl1ink263sk86.com,POST,/api/special/channel/timely/status/PD1082656982401421312/2143729,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/362813060/basic,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082658077022089216,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082663339938279424,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/29d84cb2ddf42b82094fc15e86ab3c7f,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/menu/items_extra/795215/status,1
uk-gateway.hungrypanda.co,GET,/api/bdm/mobile/shop/visit/59087/detail,1
uk.pl1ink263sk86.com,GET,/api/special/channel/barclayV2/redirect/PD1082662512736468992,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/0494544437040752243033/accept,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/38ae8077ec1f729144020fd5859d1b77,1
admin-eur.hungrypanda.co,GET,/admin/merchant/updateShopFirstDiscountConfigStatus.htm,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/2337219627047710521762/info,1
uk.pl1ink263sk86.com,GET,/api/special/channel/barclayV2/redirect/PD1083012411664736256,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/507064863704370143945/info,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082642377692336128,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/1296525617441768241845/info,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/9465599767441767231416/accept,1
fr-gateway.hungrypanda.co,POST,/api/erp/customer/reveal/scheduled/order,1
uk.pl1ink263sk86.com,GET,/api/special/channel/barclayV2/redirect/PD1082671850089222144,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/1276592557649771911689/info,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/18216/task/page,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1084134095954739200,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/private-shop/9698/detail,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082965676140101632,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/a1d0922481fabcf74e42b3bb74d5bfcd,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1084497839286988800,1
app.eur.hungrypanda.co,POST,/api/user/pandaPay/biz/braintree/submitOrder/PD1082669968725372928,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1082666406272749568,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/2720382337946709341947/info,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/2279607817449779211998/food_ready_to_complete,1
uk.pl1ink263sk86.com,GET,/api/special/channel/barclayV2/redirect/PD1082663202118045696,1
uk-gateway.hungrypanda.co,POST,/api/merchant/auth/login/95a640278f3250008c83b6de63fbdd9c,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/menu/categories/237866/items,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/8182570277846741852907/info,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/task/invitation/1784/shop/limit/get,1
uk-gateway.hungrypanda.co,OPTIONS,/api/sa/operation/plan/23231,1
fr-gateway.hungrypanda.co,POST,/api/merchant/auth/login/dfd5fe717c106cc3d81f62edce5e61cf,1
uk-gateway.hungrypanda.co,OPTIONS,/api/sa/operation/plan/23148,1
pos-uk.hungrypanda.co,GET,/api/pos/v1/open/order/3463510677045751351286/info,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/530531033704177011545/food_ready_to_complete,1
pos-uk.hungrypanda.co,POST,/api/pos/v1/open/order/093714607734277787125/food_ready_to_complete,1
uk-gateway.hungrypanda.co,OPTIONS,/api/bdm/mobile/shop/806678941/task/todo,1
fr.pl1ink263sk86.com,POST,/api/pandaPay/v1/notify/payment/quiTrustPay/v1/PD1084488152617398272,1
uk-gateway.hungrypanda.co,POST,/api/bdm/mobile/task/invitation/23731/1989/shop/goods/template/detail,1
fr-gateway.hungrypanda.co,OPTIONS,/api/sa/operation/plan/4047,1
